region,province,city,district,psgc,xcode
ARMM,Maguindanao,Datu Abdullah Sangki,Banaba,153828001,15MG05001
ARMM,Maguindanao,Datu Abdullah Sangki,Dimampao,153828002,15MG05002
ARMM,Maguindanao,Datu Abdullah Sangki,Guinibon,153828003,15MG05003
ARMM,Maguindanao,Datu Abdullah Sangki,Kaya-Kaya,153828004,15MG05004
ARMM,Maguindanao,Datu Abdullah Sangki,Maganoy,153828005,15MG05005
ARMM,Maguindanao,Datu Abdullah Sangki,Mao,153828006,15MG05006
ARMM,Maguindanao,Datu Abdullah Sangki,Maranding,153828007,15MG05007
ARMM,Maguindanao,Datu Abdullah Sangki,Sugadol,153828008,15MG05008
ARMM,Maguindanao,Datu Abdullah Sangki,Talisawa,153828009,15MG05009
ARMM,Maguindanao,Datu Abdullah Sangki,Tukanolocong,153828010,15MG05010
ARMM,Maguindanao,Datu Anggal Midtimbang,Adaon,153831001,15MG06001
ARMM,Maguindanao,Datu Anggal Midtimbang,Brar,153831002,15MG06002
ARMM,Maguindanao,Datu Anggal Midtimbang,Mapayag,153831003,15MG06003
ARMM,Maguindanao,Datu Anggal Midtimbang,Midtimbang,153831004,15MG06004
ARMM,Maguindanao,Datu Anggal Midtimbang,Nunangan,153831005,15MG06005
ARMM,Maguindanao,Datu Anggal Midtimbang,Tugal,153831006,15MG06006
ARMM,Maguindanao,Datu Anggal Midtimbang,Tulunan,153831007,15MG06007
ARMM,Maguindanao,Datu Blah T. Sinsuat,Kinimi,153830001,15MG07001
ARMM,Maguindanao,Datu Blah T. Sinsuat,Laguitan,153830002,15MG07002
ARMM,Maguindanao,Datu Blah T. Sinsuat,Lapaken,153830003,15MG07003
ARMM,Maguindanao,Datu Blah T. Sinsuat,Matuber,153830004,15MG07004
ARMM,Maguindanao,Datu Blah T. Sinsuat,Meti,153830005,15MG07005
ARMM,Maguindanao,Datu Blah T. Sinsuat,Nalkan,153830006,15MG07006
ARMM,Maguindanao,Datu Blah T. Sinsuat,Penansaran,153830007,15MG07007
ARMM,Maguindanao,Datu Blah T. Sinsuat,Resa,153830008,15MG07008
ARMM,Maguindanao,Datu Blah T. Sinsuat,Sedem,153830009,15MG07009
ARMM,Maguindanao,Datu Blah T. Sinsuat,Sinipak,153830010,15MG07010
ARMM,Maguindanao,Datu Blah T. Sinsuat,Tambak,153830011,15MG07011
ARMM,Maguindanao,Datu Blah T. Sinsuat,Tubuan,153830012,15MG07012
ARMM,Maguindanao,Datu Blah T. Sinsuat,Pura,153830013,15MG07013
ARMM,Maguindanao,Datu Hoffer Ampatuan,Kubentong,153835001,15MG08001
ARMM,Maguindanao,Datu Hoffer Ampatuan,Labu-Labu I,153835002,15MG08002
ARMM,Maguindanao,Datu Hoffer Ampatuan,Labu-Labu II,153835003,15MG08003
ARMM,Maguindanao,Datu Hoffer Ampatuan,Limpongo,153835004,15MG08004
ARMM,Maguindanao,Datu Hoffer Ampatuan,Sayap,153835005,15MG08005
ARMM,Maguindanao,Datu Hoffer Ampatuan,Taib,153835006,15MG08006
ARMM,Maguindanao,Datu Hoffer Ampatuan,Talibadok,153835007,15MG08007
ARMM,Maguindanao,Datu Hoffer Ampatuan,Tuayan,153835008,15MG08008
ARMM,Maguindanao,Datu Hoffer Ampatuan,Tuayan I,153835009,15MG08009
ARMM,Maguindanao,Datu Hoffer Ampatuan,Macalag,153835010,15MG08010
ARMM,Maguindanao,Datu Hoffer Ampatuan,Tuntungan,153835011,15MG08011
ARMM,Maguindanao,Datu Odin Sinsuat,Ambolodto,153807001,15MG09001
ARMM,Maguindanao,Datu Odin Sinsuat,Awang,153807002,15MG09002
ARMM,Maguindanao,Datu Odin Sinsuat,Badak,153807003,15MG09003
ARMM,Maguindanao,Datu Odin Sinsuat,Bagoenged,153807004,15MG09004
ARMM,Maguindanao,Datu Odin Sinsuat,Baka,153807005,15MG09005
ARMM,Maguindanao,Datu Odin Sinsuat,Benolen,153807006,15MG09006
ARMM,Maguindanao,Datu Odin Sinsuat,Bitu,153807007,15MG09007
ARMM,Maguindanao,Datu Odin Sinsuat,Bongued,153807008,15MG09008
ARMM,Maguindanao,Datu Odin Sinsuat,Bugawas,153807009,15MG09009
ARMM,Maguindanao,Datu Odin Sinsuat,Capiton,153807010,15MG09010
ARMM,Maguindanao,Datu Odin Sinsuat,Dados,153807011,15MG09011
ARMM,Maguindanao,Datu Odin Sinsuat,Dalican Poblacion,153807013,15MG09013
ARMM,Maguindanao,Datu Odin Sinsuat,Dinaig Proper,153807014,15MG09014
ARMM,Maguindanao,Datu Odin Sinsuat,Dulangan,153807015,15MG09015
ARMM,Maguindanao,Datu Odin Sinsuat,Kakar,153807017,15MG09017
ARMM,Maguindanao,Datu Odin Sinsuat,Kenebeka,153807018,15MG09018
ARMM,Maguindanao,Datu Odin Sinsuat,Kurintem,153807019,15MG09019
ARMM,Maguindanao,Datu Odin Sinsuat,Kusiong,153807020,15MG09020
ARMM,Maguindanao,Datu Odin Sinsuat,Labungan,153807021,15MG09021
ARMM,Maguindanao,Datu Odin Sinsuat,Linek,153807022,15MG09022
ARMM,Maguindanao,Datu Odin Sinsuat,Makir,153807023,15MG09023
ARMM,Maguindanao,Datu Odin Sinsuat,Margues,153807024,15MG09024
ARMM,Maguindanao,Datu Odin Sinsuat,Nekitan,153807025,15MG09025
ARMM,Maguindanao,Datu Odin Sinsuat,Mompong,153807026,15MG09026
ARMM,Maguindanao,Datu Odin Sinsuat,Sapalan,153807027,15MG09027
ARMM,Maguindanao,Datu Odin Sinsuat,Semba,153807028,15MG09028
ARMM,Maguindanao,Datu Odin Sinsuat,Sibuto,153807029,15MG09029
ARMM,Maguindanao,Datu Odin Sinsuat,Sifaren,153807030,15MG09030
ARMM,Maguindanao,Datu Odin Sinsuat,Tambak,153807031,15MG09031
ARMM,Maguindanao,Datu Odin Sinsuat,Tamontaka,153807032,15MG09032
ARMM,Maguindanao,Datu Odin Sinsuat,Tanuel,153807033,15MG09033
ARMM,Maguindanao,Datu Odin Sinsuat,Tapian,153807034,15MG09034
ARMM,Maguindanao,Datu Odin Sinsuat,Taviran,153807035,15MG09035
ARMM,Maguindanao,Datu Odin Sinsuat,Tenonggos,153807036,15MG09036
ARMM,Maguindanao,Datu Paglas,Alip,153805001,15MG10001
ARMM,Maguindanao,Datu Paglas,Damawato,153805003,15MG10003
ARMM,Maguindanao,Datu Paglas,Katil,153805004,15MG10004
ARMM,Maguindanao,Datu Paglas,Malala,153805006,15MG10006
ARMM,Maguindanao,Datu Paglas,Mangadeg,153805007,15MG10007
ARMM,Maguindanao,Datu Paglas,Manindolo,153805008,15MG10008
ARMM,Maguindanao,Datu Paglas,Puya,153805010,15MG10010
ARMM,Maguindanao,Datu Paglas,Sepaka,153805011,15MG10011
ARMM,Maguindanao,Datu Paglas,Lomoyon,153805013,15MG10013
ARMM,Maguindanao,Datu Paglas,Kalumenga,153805014,15MG10014
ARMM,Maguindanao,Datu Paglas,Palao sa Buto,153805015,15MG10015
ARMM,Maguindanao,Datu Paglas,Damalusay,153805016,15MG10016
ARMM,Maguindanao,Datu Paglas,Bonawan,153805017,15MG10017
ARMM,Maguindanao,Datu Paglas,Bulod,153805018,15MG10018
ARMM,Maguindanao,Datu Paglas,Datang,153805019,15MG10019
ARMM,Maguindanao,Datu Paglas,Elbebe,153805020,15MG10020
ARMM,Maguindanao,Datu Paglas,Lipao,153805021,15MG10021
ARMM,Maguindanao,Datu Paglas,Madidis,153805022,15MG10022
ARMM,Maguindanao,Datu Paglas,Makat,153805023,15MG10023
ARMM,Maguindanao,Datu Paglas,Mao,153805024,15MG10024
ARMM,Maguindanao,Datu Paglas,Napok,153805025,15MG10025
ARMM,Maguindanao,Datu Paglas,Poblacion,153805026,15MG10026
ARMM,Maguindanao,Datu Paglas,Salendab,153805027,15MG10027
ARMM,Maguindanao,Datu Piang,Alonganan,153806001,15MG11001
ARMM,Maguindanao,Datu Piang,Ambadao,153806002,15MG11002
ARMM,Maguindanao,Datu Piang,Balanakan,153806005,15MG11005
ARMM,Maguindanao,Datu Piang,Balong,153806006,15MG11006
ARMM,Maguindanao,Datu Piang,Buayan,153806008,15MG11008
ARMM,Maguindanao,Datu Piang,Dado,153806010,15MG11010
ARMM,Maguindanao,Datu Piang,Damabalas,153806011,15MG11011
ARMM,Maguindanao,Datu Piang,Duaminanga,153806015,15MG11015
ARMM,Maguindanao,Datu Piang,Kalipapa,153806021,15MG11021
ARMM,Maguindanao,Datu Piang,Liong,153806025,15MG11025
ARMM,Maguindanao,Datu Piang,Magaslong,153806028,15MG11028
ARMM,Maguindanao,Datu Piang,Masigay,153806029,15MG11029
ARMM,Maguindanao,Datu Piang,Montay,153806030,15MG11030
ARMM,Maguindanao,Datu Piang,Poblacion,153806034,15MG11034
ARMM,Maguindanao,Datu Piang,Reina Regente,153806035,15MG11035
ARMM,Maguindanao,Datu Piang,Kanguan,153806039,15MG11039
ARMM,Maguindanao,Datu Salibo,Alonganan,153836001,15MG12001
ARMM,Maguindanao,Datu Salibo,Andavit,153836002,15MG12002
ARMM,Maguindanao,Datu Salibo,Balanakan,153836003,15MG12003
ARMM,Maguindanao,Datu Salibo,Buayan,153836004,15MG12004
ARMM,Maguindanao,Datu Salibo,Butilen,153836005,15MG12005
ARMM,Maguindanao,Datu Salibo,Dado,153836006,15MG12006
ARMM,Maguindanao,Datu Salibo,Damabalas,153836007,15MG12007
ARMM,Maguindanao,Datu Salibo,Duaminanga,153836008,15MG12008
ARMM,Maguindanao,Datu Salibo,Kalipapa,153836009,15MG12009
ARMM,Maguindanao,Datu Salibo,Liong,153836010,15MG12010
ARMM,Maguindanao,Datu Salibo,Magaslong,153836011,15MG12011
ARMM,Maguindanao,Datu Salibo,Masigay,153836012,15MG12012
ARMM,Maguindanao,Datu Salibo,Pagatin,153836013,15MG12013
ARMM,Maguindanao,Datu Salibo,Pandi,153836014,15MG12014
ARMM,Maguindanao,Datu Salibo,Penditen,153836015,15MG12015
ARMM,Maguindanao,Datu Salibo,Sambulawan,153836016,15MG12016
ARMM,Maguindanao,Datu Salibo,Tee,153836017,15MG12017
ARMM,Maguindanao,Datu Saudi-Ampatuan,Dapiawan,153826002,15MG13002
ARMM,Maguindanao,Datu Saudi-Ampatuan,Elian,153826003,15MG13003
ARMM,Maguindanao,Datu Saudi-Ampatuan,Gawang,153826005,15MG13005
ARMM,Maguindanao,Datu Saudi-Ampatuan,Kabengi,153826007,15MG13007
ARMM,Maguindanao,Datu Saudi-Ampatuan,Kitango,153826008,15MG13008
ARMM,Maguindanao,Datu Saudi-Ampatuan,Kitapok,153826009,15MG13009
ARMM,Maguindanao,Datu Saudi-Ampatuan,Madia,153826010,15MG13010
ARMM,Maguindanao,Datu Saudi-Ampatuan,Salbu,153826013,15MG13013
ARMM,Maguindanao,Datu Unsay,Bulayan,153827001,15MG14001
ARMM,Maguindanao,Datu Unsay,Iganagampong,153827002,15MG14002
ARMM,Maguindanao,Datu Unsay,Macalag,153827003,15MG14003
ARMM,Maguindanao,Datu Unsay,Maitumaig,153827004,15MG14004
ARMM,Maguindanao,Datu Unsay,Malangog,153827005,15MG14005
ARMM,Maguindanao,Datu Unsay,Meta,153827006,15MG14006
ARMM,Maguindanao,Datu Unsay,Panangeti,153827008,15MG14008
ARMM,Maguindanao,Datu Unsay,Tuntungan,153827010,15MG14010
ARMM,Maguindanao,Gen. S. K. Pendatun,Badak,153819001,15MG15001
ARMM,Maguindanao,Gen. S. K. Pendatun,Bulod,153819002,15MG15002
ARMM,Maguindanao,Gen. S. K. Pendatun,Kaladturan,153819005,15MG15005
ARMM,Maguindanao,Gen. S. K. Pendatun,Kulasi,153819006,15MG15006
ARMM,Maguindanao,Gen. S. K. Pendatun,Lao-Lao,153819007,15MG15007
ARMM,Maguindanao,Gen. S. K. Pendatun,Lasangan,153819008,15MG15008
ARMM,Maguindanao,Gen. S. K. Pendatun,Lower Idtig,153819009,15MG15009
ARMM,Maguindanao,Gen. S. K. Pendatun,Lumabao,153819010,15MG15010
ARMM,Maguindanao,Gen. S. K. Pendatun,Makainis,153819011,15MG15011
ARMM,Maguindanao,Gen. S. K. Pendatun,Midconding,153819012,15MG15012
ARMM,Maguindanao,Gen. S. K. Pendatun,Midpandacan,153819013,15MG15013
ARMM,Maguindanao,Gen. S. K. Pendatun,Panosolen,153819015,15MG15015
ARMM,Maguindanao,Gen. S. K. Pendatun,Ramcor,153819016,15MG15016
ARMM,Maguindanao,Gen. S. K. Pendatun,Tonggol,153819017,15MG15017
ARMM,Maguindanao,Gen. S. K. Pendatun,Pidtiguian,153819018,15MG15018
ARMM,Maguindanao,Gen. S. K. Pendatun,Quipolot,153819019,15MG15019
ARMM,Maguindanao,Gen. S. K. Pendatun,Sadangin,153819020,15MG15020
ARMM,Maguindanao,Gen. S. K. Pendatun,Sumakubay,153819021,15MG15021
ARMM,Maguindanao,Gen. S. K. Pendatun,Upper Lasangan,153819022,15MG15022
ARMM,Maguindanao,Guindulungan,Ahan,153825001,15MG16001
ARMM,Maguindanao,Guindulungan,Bagan,153825002,15MG16002
ARMM,Maguindanao,Guindulungan,Datalpandan,153825003,15MG16003
ARMM,Maguindanao,Guindulungan,Kalumamis,153825004,15MG16004
ARMM,Maguindanao,Guindulungan,Kateman,153825005,15MG16005
ARMM,Maguindanao,Guindulungan,Lambayao,153825006,15MG16006
ARMM,Maguindanao,Guindulungan,Macasampen,153825007,15MG16007
ARMM,Maguindanao,Guindulungan,Muslim,153825008,15MG16008
ARMM,Maguindanao,Guindulungan,Muti,153825009,15MG16009
ARMM,Maguindanao,Guindulungan,Sampao,153825010,15MG16010
ARMM,Maguindanao,Guindulungan,Tambunan II,153825011,15MG16011
ARMM,Maguindanao,Kabuntalan,Bagumbayan,153814001,15MG17001
ARMM,Maguindanao,Kabuntalan,Dadtumog,153814003,15MG17003
ARMM,Maguindanao,Kabuntalan,Gambar,153814005,15MG17005
ARMM,Maguindanao,Kabuntalan,Ganta,153814006,15MG17006
ARMM,Maguindanao,Kabuntalan,Katidtuan,153814008,15MG17008
ARMM,Maguindanao,Kabuntalan,Langeban,153814009,15MG17009
ARMM,Maguindanao,Kabuntalan,Liong,153814011,15MG17011
ARMM,Maguindanao,Kabuntalan,Maitong,153814012,15MG17012
ARMM,Maguindanao,Kabuntalan,Matilak,153814013,15MG17013
ARMM,Maguindanao,Kabuntalan,Pagalungan,153814014,15MG17014
ARMM,Maguindanao,Kabuntalan,Payan,153814015,15MG17015
ARMM,Maguindanao,Kabuntalan,Pened,153814016,15MG17016
ARMM,Maguindanao,Kabuntalan,Pedtad,153814017,15MG17017
ARMM,Maguindanao,Kabuntalan,Poblacion,153814018,15MG17018
ARMM,Maguindanao,Kabuntalan,Upper Taviran,153814019,15MG17019
ARMM,Maguindanao,Kabuntalan,Buterin,153814026,15MG17026
ARMM,Maguindanao,Kabuntalan,Lower Taviran,153814028,15MG17028
ARMM,Maguindanao,Mamasapano,Bagumbong,153820001,15MG18001
ARMM,Maguindanao,Mamasapano,Dabenayan,153820002,15MG18002
ARMM,Maguindanao,Mamasapano,Daladap,153820003,15MG18003
ARMM,Maguindanao,Mamasapano,Dasikil,153820004,15MG18004
ARMM,Maguindanao,Mamasapano,Liab,153820006,15MG18006
ARMM,Maguindanao,Mamasapano,Libutan,153820007,15MG18007
ARMM,Maguindanao,Mamasapano,Lusay,153820009,15MG18009
ARMM,Maguindanao,Mamasapano,Mamasapano,153820010,15MG18010
ARMM,Maguindanao,Mamasapano,Manongkaling,153820011,15MG18011
ARMM,Maguindanao,Mamasapano,Pidsandawan,153820013,15MG18013
ARMM,Maguindanao,Mamasapano,Pimbalakan,153820014,15MG18014
ARMM,Maguindanao,Mamasapano,Sapakan,153820016,15MG18016
ARMM,Maguindanao,Mamasapano,Tuka,153820017,15MG18017
ARMM,Maguindanao,Mamasapano,Tukanalipao,153820018,15MG18018
ARMM,Maguindanao,Mangudadatu,Daladagan,153832001,15MG19001
ARMM,Maguindanao,Mangudadatu,Kalian,153832002,15MG19002
ARMM,Maguindanao,Mangudadatu,Luayan,153832003,15MG19003
ARMM,Maguindanao,Mangudadatu,Paitan,153832004,15MG19004
ARMM,Maguindanao,Mangudadatu,Panapan,153832005,15MG19005
ARMM,Maguindanao,Mangudadatu,Tenok,153832006,15MG19006
ARMM,Maguindanao,Mangudadatu,Tinambulan,153832007,15MG19007
ARMM,Maguindanao,Mangudadatu,Tumbao,153832008,15MG19008
ARMM,Maguindanao,Matanog,Bayanga Norte,153809001,15MG20001
ARMM,Maguindanao,Matanog,Bayanga Sur,153809002,15MG20002
ARMM,Maguindanao,Matanog,Bugasan Norte,153809003,15MG20003
ARMM,Maguindanao,Matanog,Bugasan Sur,153809004,15MG20004
ARMM,Maguindanao,Matanog,Kidama,153809005,15MG20005
ARMM,Maguindanao,Matanog,Sapad,153809007,15MG20007
ARMM,Maguindanao,Matanog,Langco,153809008,15MG20008
ARMM,Maguindanao,Matanog,Langkong,153809009,15MG20009
ARMM,Maguindanao,Northern Kabuntalan,Balong,153834001,15MG21001
ARMM,Maguindanao,Northern Kabuntalan,Damatog,153834002,15MG21002
ARMM,Maguindanao,Northern Kabuntalan,Gayonga,153834003,15MG21003
ARMM,Maguindanao,Northern Kabuntalan,Guiawa,153834004,15MG21004
ARMM,Maguindanao,Northern Kabuntalan,Indatuan,153834005,15MG21005
ARMM,Maguindanao,Northern Kabuntalan,Kapimpilan,153834006,15MG21006
ARMM,Maguindanao,Northern Kabuntalan,Libungan,153834007,15MG21007
ARMM,Maguindanao,Northern Kabuntalan,Montay,153834008,15MG21008
ARMM,Maguindanao,Northern Kabuntalan,Paulino Labio,153834009,15MG21009
ARMM,Maguindanao,Northern Kabuntalan,Sabaken,153834010,15MG21010
ARMM,Maguindanao,Northern Kabuntalan,Tumaguinting,153834011,15MG21011
ARMM,Maguindanao,Pagagawan,Balatungkayo,153822001,15MG22001
ARMM,Maguindanao,Pagagawan,Bulit,153822002,15MG22002
ARMM,Maguindanao,Pagagawan,Bulod,153822003,15MG22003
ARMM,Maguindanao,Pagagawan,Dungguan,153822004,15MG22004
ARMM,Maguindanao,Pagagawan,Limbalud,153822005,15MG22005
ARMM,Maguindanao,Pagagawan,Maridagao,153822006,15MG22006
ARMM,Maguindanao,Pagagawan,Nabundas,153822007,15MG22007
ARMM,Maguindanao,Pagagawan,Pagagawan,153822008,15MG22008
ARMM,Maguindanao,Pagagawan,Talapas,153822009,15MG22009
ARMM,Maguindanao,Pagagawan,Talitay,153822010,15MG22010
ARMM,Maguindanao,Pagagawan,Tunggol,153822011,15MG22011
ARMM,Maguindanao,Pagalungan,Bagoenged,153810001,15MG23001
ARMM,Maguindanao,Pagalungan,Buliok,153810004,15MG23004
ARMM,Maguindanao,Pagalungan,Damalasak,153810006,15MG23006
ARMM,Maguindanao,Pagalungan,Galakit,153810008,15MG23008
ARMM,Maguindanao,Pagalungan,Inug-Ug,153810009,15MG23009
ARMM,Maguindanao,Pagalungan,Kalbugan,153810010,15MG23010
ARMM,Maguindanao,Pagalungan,Kilangan,153810013,15MG23013
ARMM,Maguindanao,Pagalungan,Kudal,153810014,15MG23014
ARMM,Maguindanao,Pagalungan,Layog,153810015,15MG23015
ARMM,Maguindanao,Pagalungan,Linandangan,153810017,15MG23017
ARMM,Maguindanao,Pagalungan,Poblacion,153810021,15MG23021
ARMM,Maguindanao,Pagalungan,Dalgan,153810025,15MG23025
ARMM,Maguindanao,Paglat,Damakling,153823001,15MG24001
ARMM,Maguindanao,Paglat,Damalusay,153823002,15MG24002
ARMM,Maguindanao,Paglat,Paglat,153823003,15MG24003
ARMM,Maguindanao,Paglat,Upper Idtig,153823004,15MG24004
ARMM,Maguindanao,Paglat,Campo,153823005,15MG24005
ARMM,Maguindanao,Paglat,Kakal,153823006,15MG24006
ARMM,Maguindanao,Paglat,Salam,153823007,15MG24007
ARMM,Maguindanao,Paglat,Tual,153823008,15MG24008
ARMM,Maguindanao,Pandag,Kabuling,153833001,15MG25001
ARMM,Maguindanao,Pandag,Kayaga,153833002,15MG25002
ARMM,Maguindanao,Pandag,Kayupo,153833003,15MG25003
ARMM,Maguindanao,Pandag,Lepak,153833004,15MG25004
ARMM,Maguindanao,Pandag,Lower Dilag,153833005,15MG25005
ARMM,Maguindanao,Pandag,Malangit,153833006,15MG25006
ARMM,Maguindanao,Pandag,Pandag,153833007,15MG25007
ARMM,Maguindanao,Pandag,Upper Dilag,153833008,15MG25008
ARMM,Maguindanao,Parang,Gadungan,153811008,15MG26008
ARMM,Maguindanao,Parang,Gumagadong Calawag,153811009,15MG26009
ARMM,Maguindanao,Parang,Guiday T. Biruar,153811010,15MG26010
ARMM,Maguindanao,Parang,Landasan,153811012,15MG26012
ARMM,Maguindanao,Parang,Limbayan,153811013,15MG26013
ARMM,Maguindanao,Parang,Bongo Island,153811014,15MG26014
ARMM,Maguindanao,Parang,Magsaysay,153811015,15MG26015
ARMM,Maguindanao,Parang,Making,153811016,15MG26016
ARMM,Maguindanao,Parang,Nituan,153811017,15MG26017
ARMM,Maguindanao,Parang,Orandang,153811018,15MG26018
ARMM,Maguindanao,Parang,Pinantao,153811019,15MG26019
ARMM,Maguindanao,Parang,Poblacion,153811020,15MG26020
ARMM,Maguindanao,Parang,Polloc,153811021,15MG26021
ARMM,Maguindanao,Parang,Tagudtongan,153811023,15MG26023
ARMM,Maguindanao,Parang,Tuca-Maror,153811024,15MG26024
ARMM,Maguindanao,Parang,Manion,153811025,15MG26025
ARMM,Maguindanao,Parang,Macasandag,153811026,15MG26026
ARMM,Maguindanao,Parang,Cotongan,153811027,15MG26027
ARMM,Maguindanao,Parang,Poblacion II,153811028,15MG26028
ARMM,Maguindanao,Parang,Samberen,153811029,15MG26029
ARMM,Maguindanao,Parang,Kabuan,153811030,15MG26030
ARMM,Maguindanao,Parang,Campo Islam,153811031,15MG26031
ARMM,Maguindanao,Parang,Datu Macarimbang Biruar,153811032,15MG26032
ARMM,Maguindanao,Parang,Gadunganpedpandaran,153811033,15MG26033
ARMM,Maguindanao,Parang,Moro Point,153811034,15MG26034
ARMM,Maguindanao,Rajah Buayan,Baital,153829001,15MG27001
ARMM,Maguindanao,Rajah Buayan,Bakat,153829002,15MG27002
ARMM,Maguindanao,Rajah Buayan,Dapantis,153829003,15MG27003
ARMM,Maguindanao,Rajah Buayan,Gaunan,153829004,15MG27004
ARMM,Maguindanao,Rajah Buayan,Malibpolok,153829005,15MG27005
ARMM,Maguindanao,Rajah Buayan,Mileb,153829006,15MG27006
ARMM,Maguindanao,Rajah Buayan,Panadtaban,153829007,15MG27007
ARMM,Maguindanao,Rajah Buayan,Pidsandawan,153829008,15MG27008
ARMM,Maguindanao,Rajah Buayan,Sampao,153829009,15MG27009
ARMM,Maguindanao,Rajah Buayan,Sapakan,153829010,15MG27010
ARMM,Maguindanao,Rajah Buayan,Tabungao,153829011,15MG27011
ARMM,Maguindanao,Shariff Aguak,Bagong,153808002,15MG28002
ARMM,Maguindanao,Shariff Aguak,Bialong,153808004,15MG28004
ARMM,Maguindanao,Shariff Aguak,Kuloy,153808011,15MG28011
ARMM,Maguindanao,Shariff Aguak,Labu-Labu,153808012,15MG28012
ARMM,Maguindanao,Shariff Aguak,Lapok,153808013,15MG28013
ARMM,Maguindanao,Shariff Aguak,Malingao,153808023,15MG28023
ARMM,Maguindanao,Shariff Aguak,Poblacion,153808034,15MG28034
ARMM,Maguindanao,Shariff Aguak,Satan,153808037,15MG28037
ARMM,Maguindanao,Shariff Aguak,Tapikan,153808038,15MG28038
ARMM,Maguindanao,Shariff Aguak,Timbangan,153808039,15MG28039
ARMM,Maguindanao,Shariff Aguak,Tina,153808040,15MG28040
ARMM,Maguindanao,Shariff Aguak,Poblacion I,153808046,15MG28046
ARMM,Maguindanao,Shariff Aguak,Poblacion II,153808047,15MG28047
ARMM,Maguindanao,Shariff Saydona Mustapha,Bakat,153837001,15MG29001
ARMM,Maguindanao,Shariff Saydona Mustapha,Dale-Bong,153837002,15MG29002
ARMM,Maguindanao,Shariff Saydona Mustapha,Dasawao,153837003,15MG29003
ARMM,Maguindanao,Shariff Saydona Mustapha,Datu Bakal,153837004,15MG29004
ARMM,Maguindanao,Shariff Saydona Mustapha,Datu Kilay,153837005,15MG29005
ARMM,Maguindanao,Shariff Saydona Mustapha,Duguengen,153837006,15MG29006
ARMM,Maguindanao,Shariff Saydona Mustapha,Ganta,153837007,15MG29007
ARMM,Maguindanao,Shariff Saydona Mustapha,Inaladan,153837008,15MG29008
ARMM,Maguindanao,Shariff Saydona Mustapha,Linantangan,153837009,15MG29009
ARMM,Maguindanao,Shariff Saydona Mustapha,Nabundas,153837010,15MG29010
ARMM,Maguindanao,Shariff Saydona Mustapha,Pagatin,153837011,15MG29011
ARMM,Maguindanao,Shariff Saydona Mustapha,Pamalian,153837012,15MG29012
ARMM,Maguindanao,Shariff Saydona Mustapha,Pikeg,153837013,15MG29013
ARMM,Maguindanao,Shariff Saydona Mustapha,Pusao,153837014,15MG29014
ARMM,Maguindanao,Shariff Saydona Mustapha,Libutan,153837015,15MG29015
ARMM,Maguindanao,Shariff Saydona Mustapha,Pagatin (Pagatin I),153837016,15MG29016
ARMM,Maguindanao,South Upi,Kuya,153817001,15MG30001
ARMM,Maguindanao,South Upi,Biarong,153817002,15MG30002
ARMM,Maguindanao,South Upi,Bongo,153817003,15MG30003
ARMM,Maguindanao,South Upi,Itaw,153817004,15MG30004
ARMM,Maguindanao,South Upi,Kigan,153817005,15MG30005
ARMM,Maguindanao,South Upi,Lamud,153817006,15MG30006
ARMM,Maguindanao,South Upi,Looy,153817007,15MG30007
ARMM,Maguindanao,South Upi,Pandan,153817008,15MG30008
ARMM,Maguindanao,South Upi,Pilar,153817009,15MG30009
ARMM,Maguindanao,South Upi,Romangaob,153817010,15MG30010
ARMM,Maguindanao,South Upi,San Jose,153817011,15MG30011
ARMM,Maguindanao,Sultan Kudarat,Alamada,153812001,15MG31001
ARMM,Maguindanao,Sultan Kudarat,Banatin,153812003,15MG31003
ARMM,Maguindanao,Sultan Kudarat,Banubo,153812004,15MG31004
ARMM,Maguindanao,Sultan Kudarat,Bulalo,153812006,15MG31006
ARMM,Maguindanao,Sultan Kudarat,Bulibod,153812007,15MG31007
ARMM,Maguindanao,Sultan Kudarat,Calsada,153812009,15MG31009
ARMM,Maguindanao,Sultan Kudarat,Crossing Simuay,153812010,15MG31010
ARMM,Maguindanao,Sultan Kudarat,Dalumangcob,153812012,15MG31012
ARMM,Maguindanao,Sultan Kudarat,Darapanan,153812013,15MG31013
ARMM,Maguindanao,Sultan Kudarat,Gang,153812014,15MG31014
ARMM,Maguindanao,Sultan Kudarat,Inawan,153812015,15MG31015
ARMM,Maguindanao,Sultan Kudarat,Kabuntalan,153812016,15MG31016
ARMM,Maguindanao,Sultan Kudarat,Kakar,153812017,15MG31017
ARMM,Maguindanao,Sultan Kudarat,Kapimpilan,153812018,15MG31018
ARMM,Maguindanao,Sultan Kudarat,Katidtuan,153812019,15MG31019
ARMM,Maguindanao,Sultan Kudarat,Katuli,153812020,15MG31020
ARMM,Maguindanao,Sultan Kudarat,Ladia,153812023,15MG31023
ARMM,Maguindanao,Sultan Kudarat,Limbo,153812024,15MG31024
ARMM,Maguindanao,Sultan Kudarat,Maidapa,153812026,15MG31026
ARMM,Maguindanao,Sultan Kudarat,Makaguiling,153812027,15MG31027
ARMM,Maguindanao,Sultan Kudarat,Katamlangan,153812028,15MG31028
ARMM,Maguindanao,Sultan Kudarat,Matengen,153812029,15MG31029
ARMM,Maguindanao,Sultan Kudarat,Mulaug,153812030,15MG31030
ARMM,Maguindanao,Sultan Kudarat,Nalinan,153812031,15MG31031
