region,province,city,district,psgc,xcode
ARMM,Maguindanao,Sultan Kudarat,Nekitan,153812033,15MG31033
ARMM,Maguindanao,Sultan Kudarat,Olas,153812034,15MG31034
ARMM,Maguindanao,Sultan Kudarat,Panatan,153812035,15MG31035
ARMM,Maguindanao,Sultan Kudarat,Pigcalagan,153812036,15MG31036
ARMM,Maguindanao,Sultan Kudarat,Pigkelegan,153812037,15MG31037
ARMM,Maguindanao,Sultan Kudarat,Pinaring,153812038,15MG31038
ARMM,Maguindanao,Sultan Kudarat,Pingping,153812039,15MG31039
ARMM,Maguindanao,Sultan Kudarat,Raguisi,153812040,15MG31040
ARMM,Maguindanao,Sultan Kudarat,Rebuken,153812041,15MG31041
ARMM,Maguindanao,Sultan Kudarat,Salimbao,153812042,15MG31042
ARMM,Maguindanao,Sultan Kudarat,Sambolawan,153812043,15MG31043
ARMM,Maguindanao,Sultan Kudarat,Senditan,153812044,15MG31044
ARMM,Maguindanao,Sultan Kudarat,Ungap,153812051,15MG31051
ARMM,Maguindanao,Sultan Kudarat,Damaniog,153812052,15MG31052
ARMM,Maguindanao,Sultan Kudarat,Nara,153812053,15MG31053
ARMM,Maguindanao,Sultan Mastura,Balut,153824001,15MG32001
ARMM,Maguindanao,Sultan Mastura,Boliok,153824002,15MG32002
ARMM,Maguindanao,Sultan Mastura,Bungabong,153824003,15MG32003
ARMM,Maguindanao,Sultan Mastura,Dagurongan,153824004,15MG32004
ARMM,Maguindanao,Sultan Mastura,Kirkir,153824005,15MG32005
ARMM,Maguindanao,Sultan Mastura,Macabico,153824006,15MG32006
ARMM,Maguindanao,Sultan Mastura,Namuken,153824007,15MG32007
ARMM,Maguindanao,Sultan Mastura,Simuay/seashore,153824008,15MG32008
ARMM,Maguindanao,Sultan Mastura,Solon,153824009,15MG32009
ARMM,Maguindanao,Sultan Mastura,Tambo,153824010,15MG32010
ARMM,Maguindanao,Sultan Mastura,Tapayan,153824011,15MG32011
ARMM,Maguindanao,Sultan Mastura,Tariken,153824012,15MG32012
ARMM,Maguindanao,Sultan Mastura,Tuka,153824013,15MG32013
ARMM,Maguindanao,Sultan Sa Barongis,Angkayamat,153813001,15MG33001
ARMM,Maguindanao,Sultan Sa Barongis,Barurao,153813003,15MG33003
ARMM,Maguindanao,Sultan Sa Barongis,Bulod,153813004,15MG33004
ARMM,Maguindanao,Sultan Sa Barongis,Darampua,153813006,15MG33006
ARMM,Maguindanao,Sultan Sa Barongis,Gadungan,153813008,15MG33008
ARMM,Maguindanao,Sultan Sa Barongis,Kulambog,153813013,15MG33013
ARMM,Maguindanao,Sultan Sa Barongis,Langgapanan,153813015,15MG33015
ARMM,Maguindanao,Sultan Sa Barongis,Masulot,153813021,15MG33021
ARMM,Maguindanao,Sultan Sa Barongis,Papakan,153813028,15MG33028
ARMM,Maguindanao,Sultan Sa Barongis,Tugal,153813045,15MG33045
ARMM,Maguindanao,Sultan Sa Barongis,Tukanakuden,153813046,15MG33046
ARMM,Maguindanao,Sultan Sa Barongis,Paldong,153813050,15MG33050
ARMM,Maguindanao,Talayan,Boboguiron,153816005,15MG34005
ARMM,Maguindanao,Talayan,Damablac,153816007,15MG34007
ARMM,Maguindanao,Talayan,Fugotan,153816008,15MG34008
ARMM,Maguindanao,Talayan,Fukol,153816009,15MG34009
ARMM,Maguindanao,Talayan,Katibpuan,153816013,15MG34013
ARMM,Maguindanao,Talayan,Kedati,153816014,15MG34014
ARMM,Maguindanao,Talayan,Lanting,153816018,15MG34018
ARMM,Maguindanao,Talayan,Linamunan,153816019,15MG34019
ARMM,Maguindanao,Talayan,Marader,153816025,15MG34025
ARMM,Maguindanao,Talayan,Binangga North,153816028,15MG34028
ARMM,Maguindanao,Talayan,Binangga South,153816032,15MG34032
ARMM,Maguindanao,Talayan,Talayan,153816033,15MG34033
ARMM,Maguindanao,Talayan,Tamar,153816035,15MG34035
ARMM,Maguindanao,Talayan,Tambunan I,153816036,15MG34036
ARMM,Maguindanao,Talayan,Timbaluan,153816038,15MG34038
ARMM,Maguindanao,Talitay,Bintan,153821002,15MG35002
ARMM,Maguindanao,Talitay,Gadungan,153821003,15MG35003
ARMM,Maguindanao,Talitay,Kiladap,153821004,15MG35004
ARMM,Maguindanao,Talitay,Kilalan,153821005,15MG35005
ARMM,Maguindanao,Talitay,Kuden,153821006,15MG35006
ARMM,Maguindanao,Talitay,Makadayon,153821007,15MG35007
ARMM,Maguindanao,Talitay,Manggay,153821008,15MG35008
ARMM,Maguindanao,Talitay,Pageda,153821011,15MG35011
ARMM,Maguindanao,Talitay,Talitay,153821012,15MG35012
ARMM,Maguindanao,Upi,Borongotan,153815002,15MG36002
ARMM,Maguindanao,Upi,Bayabas,153815003,15MG36003
ARMM,Maguindanao,Upi,Blensong,153815004,15MG36004
ARMM,Maguindanao,Upi,Bugabungan,153815005,15MG36005
ARMM,Maguindanao,Upi,Bungcog,153815006,15MG36006
ARMM,Maguindanao,Upi,Darugao,153815008,15MG36008
ARMM,Maguindanao,Upi,Ganasi,153815009,15MG36009
ARMM,Maguindanao,Upi,Kabakaba,153815010,15MG36010
ARMM,Maguindanao,Upi,Kibleg,153815012,15MG36012
ARMM,Maguindanao,Upi,Kibucay,153815013,15MG36013
ARMM,Maguindanao,Upi,Kiga,153815014,15MG36014
ARMM,Maguindanao,Upi,Kinitan,153815017,15MG36017
ARMM,Maguindanao,Upi,Mirab,153815022,15MG36022
ARMM,Maguindanao,Upi,Nangi,153815023,15MG36023
ARMM,Maguindanao,Upi,Nuro Poblacion,153815025,15MG36025
ARMM,Maguindanao,Upi,Bantek,153815028,15MG36028
ARMM,Maguindanao,Upi,Ranao Pilayan,153815029,15MG36029
ARMM,Maguindanao,Upi,Rempes,153815030,15MG36030
ARMM,Maguindanao,Upi,Renede,153815031,15MG36031
ARMM,Maguindanao,Upi,Renti,153815032,15MG36032
ARMM,Maguindanao,Upi,Rifao,153815034,15MG36034
ARMM,Maguindanao,Upi,Sefegefen,153815036,15MG36036
ARMM,Maguindanao,Upi,Tinungkaan,153815042,15MG36042
ARMM,Maguindanao,Cotabato City,Bagua,129804001,15MG99001
ARMM,Maguindanao,Cotabato City,Kalanganan,129804002,15MG99002
ARMM,Maguindanao,Cotabato City,Poblacion,129804003,15MG99003
ARMM,Maguindanao,Cotabato City,Rosary Heights,129804004,15MG99004
ARMM,Maguindanao,Cotabato City,Tamontaka,129804005,15MG99005
ARMM,Maguindanao,Cotabato City,Bagua I,129804006,15MG99006
ARMM,Maguindanao,Cotabato City,Bagua II,129804007,15MG99007
ARMM,Maguindanao,Cotabato City,Bagua III,129804008,15MG99008
ARMM,Maguindanao,Cotabato City,Kalanganan I,129804009,15MG99009
ARMM,Maguindanao,Cotabato City,Kalanganan II,129804010,15MG99010
ARMM,Maguindanao,Cotabato City,Poblacion I,129804011,15MG99011
ARMM,Maguindanao,Cotabato City,Poblacion II,129804012,15MG99012
ARMM,Maguindanao,Cotabato City,Poblacion III,129804013,15MG99013
ARMM,Maguindanao,Cotabato City,Poblacion IV,129804014,15MG99014
ARMM,Maguindanao,Cotabato City,Poblacion V,129804015,15MG99015
ARMM,Maguindanao,Cotabato City,Poblacion VI,129804016,15MG99016
ARMM,Maguindanao,Cotabato City,Poblacion Vii,129804017,15MG99017
ARMM,Maguindanao,Cotabato City,Poblacion VIII,129804018,15MG99018
ARMM,Maguindanao,Cotabato City,Poblacion IX,129804019,15MG99019
ARMM,Maguindanao,Cotabato City,Rosary Heights I,129804020,15MG99020
ARMM,Maguindanao,Cotabato City,Rosary Heights II,129804021,15MG99021
ARMM,Maguindanao,Cotabato City,Rosary Heights III,129804022,15MG99022
ARMM,Maguindanao,Cotabato City,Rosary Heights Iv,129804023,15MG99023
ARMM,Maguindanao,Cotabato City,Rosary Heights V,129804024,15MG99024
ARMM,Maguindanao,Cotabato City,Rosary Heights VI,129804025,15MG99025
ARMM,Maguindanao,Cotabato City,Rosary Heights VII,129804026,15MG99026
ARMM,Maguindanao,Cotabato City,Rosary Heights VIII,129804027,15MG99027
ARMM,Maguindanao,Cotabato City,Rosary Heights IX,129804028,15MG99028
ARMM,Maguindanao,Cotabato City,Rosary Heights X,129804029,15MG99029
ARMM,Maguindanao,Cotabato City,Rosary Heights XI,129804030,15MG99030
ARMM,Maguindanao,Cotabato City,Rosary Heights XII,129804031,15MG99031
ARMM,Maguindanao,Cotabato City,Rosary Heights XIII,129804032,15MG99032
ARMM,Maguindanao,Cotabato City,Tamontaka I,129804033,15MG99033
ARMM,Maguindanao,Cotabato City,Tamontaka II,129804034,15MG99034
ARMM,Maguindanao,Cotabato City,Tamontaka III,129804035,15MG99035
ARMM,Maguindanao,Cotabato City,Tamontaka IV,129804036,15MG99036
ARMM,Maguindanao,Cotabato City,Tamontaka V,129804037,15MG99037
ARMM,Sulu,Indanan,Adjid,156601001,15SU01001
ARMM,Sulu,Indanan,Bangalan,156601002,15SU01002
ARMM,Sulu,Indanan,Bato-Bato,156601003,15SU01003
ARMM,Sulu,Indanan,Buanza,156601004,15SU01004
ARMM,Sulu,Indanan,Bud-Taran,156601005,15SU01005
ARMM,Sulu,Indanan,Bunut,156601006,15SU01006
ARMM,Sulu,Indanan,Jati-Tunggal,156601007,15SU01007
ARMM,Sulu,Indanan,Kabbon Maas,156601008,15SU01008
ARMM,Sulu,Indanan,Kagay,156601010,15SU01010
ARMM,Sulu,Indanan,Kajatian,156601011,15SU01011
ARMM,Sulu,Indanan,Kan Islam,156601012,15SU01012
ARMM,Sulu,Indanan,Kandang Tukay,156601013,15SU01013
ARMM,Sulu,Indanan,Karawan,156601014,15SU01014
ARMM,Sulu,Indanan,Katian,156601015,15SU01015
ARMM,Sulu,Indanan,Kuppong,156601016,15SU01016
ARMM,Sulu,Indanan,Lambayong,156601017,15SU01017
ARMM,Sulu,Indanan,Langpas,156601018,15SU01018
ARMM,Sulu,Indanan,Licup,156601019,15SU01019
ARMM,Sulu,Indanan,Malimbaya,156601020,15SU01020
ARMM,Sulu,Indanan,Manggis,156601021,15SU01021
ARMM,Sulu,Indanan,Manilop,156601022,15SU01022
ARMM,Sulu,Indanan,Paligue,156601023,15SU01023
ARMM,Sulu,Indanan,Panabuan,156601024,15SU01024
ARMM,Sulu,Indanan,Pasil,156601025,15SU01025
ARMM,Sulu,Indanan,Poblacion,156601026,15SU01026
ARMM,Sulu,Indanan,Sapah Malaum,156601027,15SU01027
ARMM,Sulu,Indanan,Panglima Misuari,156601028,15SU01028
ARMM,Sulu,Indanan,Sionogan,156601029,15SU01029
ARMM,Sulu,Indanan,Tagbak,156601030,15SU01030
ARMM,Sulu,Indanan,Timbangan,156601031,15SU01031
ARMM,Sulu,Indanan,Tubig Dakulah,156601032,15SU01032
ARMM,Sulu,Indanan,Tubig Parang,156601033,15SU01033
ARMM,Sulu,Indanan,Tumantangis,156601035,15SU01035
ARMM,Sulu,Indanan,Sawaki,156601036,15SU01036
ARMM,Sulu,Jolo,Alat,156602001,15SU02001
ARMM,Sulu,Jolo,Asturias,156602002,15SU02002
ARMM,Sulu,Jolo,Bus-Bus,156602003,15SU02003
ARMM,Sulu,Jolo,Chinese Pier,156602004,15SU02004
ARMM,Sulu,Jolo,San Raymundo,156602007,15SU02007
ARMM,Sulu,Jolo,Takut-Takut,156602008,15SU02008
ARMM,Sulu,Jolo,Tulay,156602009,15SU02009
ARMM,Sulu,Jolo,Walled City,156602010,15SU02010
ARMM,Sulu,Kalingalan Caluang,Kambing,156603002,15SU03002
ARMM,Sulu,Kalingalan Caluang,Kanlagay,156603004,15SU03004
ARMM,Sulu,Kalingalan Caluang,Pang,156603010,15SU03010
ARMM,Sulu,Kalingalan Caluang,Pangdan Pangdan,156603011,15SU03011
ARMM,Sulu,Kalingalan Caluang,Pitogo,156603012,15SU03012
ARMM,Sulu,Kalingalan Caluang,Karungdong,156603013,15SU03013
ARMM,Sulu,Kalingalan Caluang,Tunggol,156603016,15SU03016
ARMM,Sulu,Kalingalan Caluang,Masjid Bayle,156603017,15SU03017
ARMM,Sulu,Kalingalan Caluang,Masjid Punjungan,156603018,15SU03018
ARMM,Sulu,Luuk,Bual,156604004,15SU04004
ARMM,Sulu,Luuk,Kan-Bulak,156604007,15SU04007
ARMM,Sulu,Luuk,Kan-Mindus,156604008,15SU04008
ARMM,Sulu,Luuk,Lambago,156604012,15SU04012
ARMM,Sulu,Luuk,Lianutan,156604013,15SU04013
ARMM,Sulu,Luuk,Lingah,156604014,15SU04014
ARMM,Sulu,Luuk,Mananti,156604015,15SU04015
ARMM,Sulu,Luuk,Tubig-Puti,156604021,15SU04021
ARMM,Sulu,Luuk,Tandu-Bato,156604024,15SU04024
ARMM,Sulu,Luuk,Tulayan Island,156604028,15SU04028
ARMM,Sulu,Luuk,Guimbaun,156604029,15SU04029
ARMM,Sulu,Luuk,Niog-Niog,156604030,15SU04030
ARMM,Sulu,Maimbung,Anak Jati,156605001,15SU05001
ARMM,Sulu,Maimbung,Bato Ugis,156605002,15SU05002
ARMM,Sulu,Maimbung,Bualo Lahi,156605003,15SU05003
ARMM,Sulu,Maimbung,Bualo Lipid,156605004,15SU05004
ARMM,Sulu,Maimbung,Bulabog,156605005,15SU05005
ARMM,Sulu,Maimbung,Ratag Limbon,156605006,15SU05006
ARMM,Sulu,Maimbung,Duhol Kabbon,156605007,15SU05007
ARMM,Sulu,Maimbung,Gulangan,156605008,15SU05008
ARMM,Sulu,Maimbung,Ipil,156605009,15SU05009
ARMM,Sulu,Maimbung,Kandang,156605010,15SU05010
ARMM,Sulu,Maimbung,Kapok-Punggol,156605011,15SU05011
ARMM,Sulu,Maimbung,Kulasi,156605012,15SU05012
ARMM,Sulu,Maimbung,Labah,156605013,15SU05013
ARMM,Sulu,Maimbung,Lagasan Asibih,156605014,15SU05014
ARMM,Sulu,Maimbung,Lantong,156605015,15SU05015
ARMM,Sulu,Maimbung,Laud Kulasi,156605016,15SU05016
ARMM,Sulu,Maimbung,Laum Maimbung,156605017,15SU05017
ARMM,Sulu,Maimbung,Lunggang,156605018,15SU05018
ARMM,Sulu,Maimbung,Lower Tambaking,156605019,15SU05019
ARMM,Sulu,Maimbung,Lapa,156605020,15SU05020
ARMM,Sulu,Maimbung,Matatal,156605021,15SU05021
ARMM,Sulu,Maimbung,Patao,156605022,15SU05022
ARMM,Sulu,Maimbung,Poblacion,156605023,15SU05023
ARMM,Sulu,Maimbung,Tabu-Bato,156605024,15SU05024
ARMM,Sulu,Maimbung,Tandu Patong,156605025,15SU05025
ARMM,Sulu,Maimbung,Tubig-Samin,156605026,15SU05026
ARMM,Sulu,Maimbung,Upper Tambaking,156605027,15SU05027
ARMM,Sulu,Hadji Panglima Tahil,Bubuan,156606002,15SU06002
ARMM,Sulu,Hadji Panglima Tahil,Kabuukan,156606003,15SU06003
ARMM,Sulu,Hadji Panglima Tahil,Pag-Asinan,156606008,15SU06008
ARMM,Sulu,Hadji Panglima Tahil,Bangas,156606012,15SU06012
ARMM,Sulu,Hadji Panglima Tahil,Teomabal,156606015,15SU06015
ARMM,Sulu,Old Panamao,Asin,156607001,15SU07001
ARMM,Sulu,Old Panamao,Bakud,156607002,15SU07002
ARMM,Sulu,Old Panamao,Bangday,156607003,15SU07003
ARMM,Sulu,Old Panamao,Baunoh,156607004,15SU07004
ARMM,Sulu,Old Panamao,Bitanag,156607005,15SU07005
ARMM,Sulu,Old Panamao,Bud Seit,156607006,15SU07006
ARMM,Sulu,Old Panamao,Bulangsi,156607007,15SU07007
ARMM,Sulu,Old Panamao,Datag,156607008,15SU07008
ARMM,Sulu,Old Panamao,Kamalig,156607011,15SU07011
ARMM,Sulu,Old Panamao,Kan Ukol,156607013,15SU07013
ARMM,Sulu,Old Panamao,Kan Asaali,156607014,15SU07014
ARMM,Sulu,Old Panamao,Kan-Dayok,156607015,15SU07015
ARMM,Sulu,Old Panamao,Kan-Sipat,156607016,15SU07016
ARMM,Sulu,Old Panamao,Kawasan,156607017,15SU07017
ARMM,Sulu,Old Panamao,Kulay-Kulay,156607018,15SU07018
ARMM,Sulu,Old Panamao,Lakit,156607019,15SU07019
ARMM,Sulu,Old Panamao,Lunggang,156607023,15SU07023
ARMM,Sulu,Old Panamao,Parang,156607027,15SU07027
ARMM,Sulu,Old Panamao,Lower Patibulan,156607028,15SU07028
ARMM,Sulu,Old Panamao,Upper Patibulan,156607029,15SU07029
ARMM,Sulu,Old Panamao,Pugad Manaul,156607030,15SU07030
ARMM,Sulu,Old Panamao,Puhagan,156607031,15SU07031
ARMM,Sulu,Old Panamao,Seit Higad,156607033,15SU07033
ARMM,Sulu,Old Panamao,Seit Lake,156607034,15SU07034
ARMM,Sulu,Old Panamao,Su-Uh,156607036,15SU07036
ARMM,Sulu,Old Panamao,Tabu Manuk,156607037,15SU07037
ARMM,Sulu,Old Panamao,Tandu-Tandu,156607038,15SU07038
ARMM,Sulu,Old Panamao,Tayungan,156607039,15SU07039
ARMM,Sulu,Old Panamao,Tinah,156607040,15SU07040
ARMM,Sulu,Old Panamao,Tubig Gantang,156607042,15SU07042
ARMM,Sulu,Old Panamao,Tubig Jati,156607043,15SU07043
ARMM,Sulu,Pangutaran,Alu Bunah,156608001,15SU08001
ARMM,Sulu,Pangutaran,Bangkilay,156608003,15SU08003
ARMM,Sulu,Pangutaran,Kawitan,156608004,15SU08004
ARMM,Sulu,Pangutaran,Kehi Niog,156608005,15SU08005
ARMM,Sulu,Pangutaran,Lantong Babag,156608006,15SU08006
ARMM,Sulu,Pangutaran,Lumah Dapdap,156608007,15SU08007
ARMM,Sulu,Pangutaran,Pandan Niog,156608009,15SU08009
ARMM,Sulu,Pangutaran,Panducan,156608010,15SU08010
ARMM,Sulu,Pangutaran,Panitikan,156608011,15SU08011
ARMM,Sulu,Pangutaran,Patutol,156608012,15SU08012
ARMM,Sulu,Pangutaran,Simbahan,156608013,15SU08013
ARMM,Sulu,Pangutaran,Se-Ipang,156608014,15SU08014
ARMM,Sulu,Pangutaran,Suang Bunah,156608016,15SU08016
ARMM,Sulu,Pangutaran,Tonggasang,156608017,15SU08017
ARMM,Sulu,Pangutaran,Tubig Nonok,156608018,15SU08018
ARMM,Sulu,Pangutaran,Tubig Sallang,156608019,15SU08019
ARMM,Sulu,Parang,Kaha,156609001,15SU09001
ARMM,Sulu,Parang,Alu Pangkoh,156609002,15SU09002
ARMM,Sulu,Parang,Bagsak,156609003,15SU09003
ARMM,Sulu,Parang,Bawisan,156609004,15SU09004
ARMM,Sulu,Parang,Biid,156609005,15SU09005
ARMM,Sulu,Parang,Bukid,156609006,15SU09006
ARMM,Sulu,Parang,Buli Bawang,156609008,15SU09008
ARMM,Sulu,Parang,Buton,156609009,15SU09009
ARMM,Sulu,Parang,Buton Mahablo,156609010,15SU09010
ARMM,Sulu,Parang,Danapa,156609011,15SU09011
ARMM,Sulu,Parang,Duyan Kabao,156609012,15SU09012
ARMM,Sulu,Parang,Gimba Lagasan,156609013,15SU09013
ARMM,Sulu,Parang,Kahoy Sinah,156609015,15SU09015
ARMM,Sulu,Parang,Kanaway,156609016,15SU09016
ARMM,Sulu,Parang,Kutah Sairap,156609017,15SU09017
ARMM,Sulu,Parang,Lagasan Higad,156609019,15SU09019
ARMM,Sulu,Parang,Laum Buwahan,156609021,15SU09021
ARMM,Sulu,Parang,Laum Suwah,156609023,15SU09023
ARMM,Sulu,Parang,Alu Layag-Layag,156609024,15SU09024
ARMM,Sulu,Parang,Liang,156609025,15SU09025
ARMM,Sulu,Parang,Linuho,156609026,15SU09026
ARMM,Sulu,Parang,Lipunos,156609027,15SU09027
ARMM,Sulu,Parang,Lungan Gitong,156609028,15SU09028
ARMM,Sulu,Parang,Lumbaan Mahaba,156609029,15SU09029
ARMM,Sulu,Parang,Lupa Abu,156609030,15SU09030
ARMM,Sulu,Parang,Nonokan,156609031,15SU09031
ARMM,Sulu,Parang,Paugan,156609032,15SU09032
ARMM,Sulu,Parang,Payuhan,156609033,15SU09033
ARMM,Sulu,Parang,Piyahan,156609034,15SU09034
ARMM,Sulu,Parang,Poblacion,156609035,15SU09035
ARMM,Sulu,Parang,Saldang,156609036,15SU09036
ARMM,Sulu,Parang,Sampunay,156609037,15SU09037
ARMM,Sulu,Parang,Silangkan,156609038,15SU09038
ARMM,Sulu,Parang,Taingting,156609039,15SU09039
ARMM,Sulu,Parang,Tikong,156609040,15SU09040
ARMM,Sulu,Parang,Tukay,156609041,15SU09041
ARMM,Sulu,Parang,Tumangas,156609042,15SU09042
ARMM,Sulu,Parang,Wanni Piyanjihan,156609043,15SU09043
ARMM,Sulu,Parang,Lanao Dakula,156609044,15SU09044
ARMM,Sulu,Parang,Lower Sampunay,156609045,15SU09045
ARMM,Sulu,Pata,Andalan,156610001,15SU10001
ARMM,Sulu,Pata,Daungdong,156610003,15SU10003
ARMM,Sulu,Pata,Kamawi,156610004,15SU10004
ARMM,Sulu,Pata,Kanjarang,156610005,15SU10005
ARMM,Sulu,Pata,Kayawan,156610006,15SU10006
ARMM,Sulu,Pata,Kiput,156610007,15SU10007
ARMM,Sulu,Pata,Likud,156610008,15SU10008
ARMM,Sulu,Pata,Luuk-Tulay,156610009,15SU10009
ARMM,Sulu,Pata,Niog-Niog,156610010,15SU10010
ARMM,Sulu,Pata,Patian,156610011,15SU10011
ARMM,Sulu,Pata,Pisak-Pisak,156610012,15SU10012
ARMM,Sulu,Pata,Saimbangon,156610013,15SU10013
ARMM,Sulu,Pata,Sangkap,156610014,15SU10014
ARMM,Sulu,Pata,Timuddas,156610015,15SU10015
ARMM,Sulu,Patikul,Anuling,156611001,15SU11001
ARMM,Sulu,Patikul,Bakong,156611002,15SU11002
ARMM,Sulu,Patikul,Bangkal,156611003,15SU11003
ARMM,Sulu,Patikul,Bonbon,156611004,15SU11004
ARMM,Sulu,Patikul,Buhanginan,156611005,15SU11005
ARMM,Sulu,Patikul,Bungkaung,156611006,15SU11006
ARMM,Sulu,Patikul,Danag,156611007,15SU11007
ARMM,Sulu,Patikul,Igasan,156611008,15SU11008
ARMM,Sulu,Patikul,Kabbon Takas,156611009,15SU11009
ARMM,Sulu,Patikul,Kadday Mampallam,156611010,15SU11010
ARMM,Sulu,Patikul,Kan Ague,156611011,15SU11011
ARMM,Sulu,Patikul,Kaunayan,156611012,15SU11012
ARMM,Sulu,Patikul,Langhub,156611013,15SU11013
ARMM,Sulu,Patikul,Latih,156611014,15SU11014
ARMM,Sulu,Patikul,Liang,156611015,15SU11015
ARMM,Sulu,Patikul,Maligay,156611016,15SU11016
ARMM,Sulu,Patikul,Mauboh,156611017,15SU11017
ARMM,Sulu,Patikul,Pangdanon,156611018,15SU11018
ARMM,Sulu,Patikul,Panglayahan,156611019,15SU11019
ARMM,Sulu,Patikul,Pansul,156611020,15SU11020
ARMM,Sulu,Patikul,Patikul Higad,156611021,15SU11021
ARMM,Sulu,Patikul,Sandah,156611022,15SU11022
ARMM,Sulu,Patikul,Taglibi,156611023,15SU11023
ARMM,Sulu,Patikul,Tandu-Bagua,156611024,15SU11024
ARMM,Sulu,Patikul,Tanum,156611025,15SU11025
ARMM,Sulu,Patikul,Taung,156611026,15SU11026
ARMM,Sulu,Patikul,Timpok,156611027,15SU11027
ARMM,Sulu,Patikul,Tugas,156611028,15SU11028
ARMM,Sulu,Patikul,Umangay,156611029,15SU11029
ARMM,Sulu,Patikul,Gandasuli,156611030,15SU11030
ARMM,Sulu,Siasi,Bakud,156612001,15SU12001
ARMM,Sulu,Siasi,Buan,156612004,15SU12004
ARMM,Sulu,Siasi,Bulansing Tara,156612006,15SU12006
ARMM,Sulu,Siasi,Bulihkullul,156612007,15SU12007
ARMM,Sulu,Siasi,Campo Islam,156612008,15SU12008
ARMM,Sulu,Siasi,Poblacion,156612009,15SU12009
ARMM,Sulu,Siasi,Duggo,156612010,15SU12010
ARMM,Sulu,Siasi,Duhol Tara,156612011,15SU12011
ARMM,Sulu,Siasi,East Kungtad,156612012,15SU12012
ARMM,Sulu,Siasi,East Sisangat,156612013,15SU12013
ARMM,Sulu,Siasi,Ipil,156612015,15SU12015
ARMM,Sulu,Siasi,Jambangan,156612016,15SU12016
ARMM,Sulu,Siasi,Kabubu,156612018,15SU12018
ARMM,Sulu,Siasi,Kong-Kong Laminusa,156612019,15SU12019
ARMM,Sulu,Siasi,Kud-Kud,156612020,15SU12020
ARMM,Sulu,Siasi,Kungtad West,156612021,15SU12021
ARMM,Sulu,Siasi,Luuk Laminusa,156612023,15SU12023
ARMM,Sulu,Siasi,Latung,156612025,15SU12025
ARMM,Sulu,Siasi,Luuk Tara,156612026,15SU12026
ARMM,Sulu,Siasi,Manta,156612030,15SU12030
ARMM,Sulu,Siasi,Minapan,156612032,15SU12032
ARMM,Sulu,Siasi,Nipa-Nipa,156612035,15SU12035
ARMM,Sulu,Siasi,North Laud,156612037,15SU12037
ARMM,Sulu,Siasi,North Manta,156612038,15SU12038
ARMM,Sulu,Siasi,North Musu Laud,156612040,15SU12040
ARMM,Sulu,Siasi,North Silumpak,156612041,15SU12041
ARMM,Sulu,Siasi,Punungan,156612042,15SU12042
ARMM,Sulu,Siasi,Pislong,156612046,15SU12046
ARMM,Sulu,Siasi,Ratag,156612048,15SU12048
ARMM,Sulu,Siasi,Sablay,156612049,15SU12049
ARMM,Sulu,Siasi,Sarukot,156612050,15SU12050
ARMM,Sulu,Siasi,Siburi,156612053,15SU12053
ARMM,Sulu,Siasi,Singko,156612056,15SU12056
ARMM,Sulu,Siasi,Siolakan,156612057,15SU12057
ARMM,Sulu,Siasi,Siundoh,156612058,15SU12058
ARMM,Sulu,Siasi,Siowing,156612059,15SU12059
ARMM,Sulu,Siasi,Sipanding,156612060,15SU12060
ARMM,Sulu,Siasi,Sisangat,156612061,15SU12061
ARMM,Sulu,Siasi,South Musu Laud,156612065,15SU12065
ARMM,Sulu,Siasi,South Silumpak,156612066,15SU12066
ARMM,Sulu,Siasi,Southwestern Bulikullul,156612067,15SU12067
ARMM,Sulu,Siasi,Subah Buaya,156612069,15SU12069
ARMM,Sulu,Siasi,Tampakan Laminusa,156612070,15SU12070
ARMM,Sulu,Siasi,Tengah Laminusa,156612071,15SU12071
ARMM,Sulu,Siasi,Tong Laminusa,156612072,15SU12072
ARMM,Sulu,Siasi,Tong-Tong,156612073,15SU12073
ARMM,Sulu,Siasi,Tonglabah,156612074,15SU12074
ARMM,Sulu,Siasi,Tubig Kutah,156612075,15SU12075
ARMM,Sulu,Siasi,Tulling,156612076,15SU12076
ARMM,Sulu,Siasi,Puukan Laminusa,156612080,15SU12080
ARMM,Sulu,Talipao,Andalan,156613001,15SU13001
ARMM,Sulu,Talipao,Bagsak,156613002,15SU13002
ARMM,Sulu,Talipao,Bandang,156613003,15SU13003
ARMM,Sulu,Talipao,Bilaan,156613004,15SU13004
ARMM,Sulu,Talipao,Bud Bunga,156613007,15SU13007
ARMM,Sulu,Talipao,Buntod,156613008,15SU13008
ARMM,Sulu,Talipao,Buroh,156613009,15SU13009
ARMM,Sulu,Talipao,Dalih,156613010,15SU13010
ARMM,Sulu,Talipao,Gata,156613011,15SU13011
ARMM,Sulu,Talipao,Kabatuhan Tiis,156613014,15SU13014
ARMM,Sulu,Talipao,Kabungkol,156613015,15SU13015
ARMM,Sulu,Talipao,Kagay,156613016,15SU13016
ARMM,Sulu,Talipao,Kahawa,156613017,15SU13017
ARMM,Sulu,Talipao,Kandaga,156613018,15SU13018
ARMM,Sulu,Talipao,Kanlibot,156613019,15SU13019
ARMM,Sulu,Talipao,Kiutaan,156613020,15SU13020
ARMM,Sulu,Talipao,Kuhaw,156613021,15SU13021
ARMM,Sulu,Talipao,Kulamboh,156613023,15SU13023
ARMM,Sulu,Talipao,Kuttong,156613024,15SU13024
