name,type,xcode
San Isidro Norte,district,14AP05011
San Sebastian,district,14AP05012
Santa Lina,district,14AP05013
Tumog,district,14AP05014
Zumigui,district,14AP05015
Cagandungan,district,14AP05016
Calabigan,district,14AP05017
Cangisitan,district,14AP05018
Luyon,district,14AP05019
San Gregorio,district,14AP05020
San Isidro Sur,district,14AP05021
Shalom,district,14AP05022
Turod,district,14AP05023
Pudtol,city,14AP06000
Aga,district,14AP06001
Alem,district,14AP06002
Cabatacan,district,14AP06006
Cacalaggan,district,14AP06007
Capannikian,district,14AP06009
Lower Maton,district,14AP06010
Malibang,district,14AP06012
Mataguisi,district,14AP06014
Poblacion,district,14AP06016
San Antonio,district,14AP06017
Swan,district,14AP06020
Upper Maton,district,14AP06021
Amado,district,14AP06022
Aurora,district,14AP06023
Dona Loreta,district,14AP06024
Emilia,district,14AP06025
Imelda,district,14AP06026
Lt. Bilag,district,14AP06027
Lydia,district,14AP06028
San Jose,district,14AP06029
San Luis,district,14AP06030
San Mariano,district,14AP06031
Santa Marcela,city,14AP07000
Barocboc,district,14AP07001
Consuelo,district,14AP07002
Imelda,district,14AP07003
Malekkeg,district,14AP07004
Marcela Poblacion,district,14AP07005
Nueva,district,14AP07006
Panay,district,14AP07007
San Antonio,district,14AP07008
Sipa Proper,district,14AP07011
Emiliana,district,14AP07012
San Carlos,district,14AP07013
San Juan,district,14AP07014
San Mariano,district,14AP07015
Benguet,province,14BE00000
Atok,city,14BE01000
Abiang,district,14BE01001
Caliking,district,14BE01002
Cattubo,district,14BE01003
Naguey,district,14BE01004
Paoay,district,14BE01005
Pasdong,district,14BE01006
Poblacion,district,14BE01007
Topdac,district,14BE01008
Baguio City,city,14BE02000
Apugan-Loakan,district,14BE02001
Asin Road,district,14BE02002
Atok Trail,district,14BE02003
Bakakeng Central,district,14BE02004
Bakakeng North,district,14BE02005
Happy Hollow,district,14BE02006
Balsigan,district,14BE02007
Bayan Park West,district,14BE02008
Bayan Park East,district,14BE02010
Brookspoint,district,14BE02011
Brookside,district,14BE02012
Cabinet Hill-Teacher's Camp,district,14BE02013
Camp Allen,district,14BE02016
Camp 7,district,14BE02017
Camp 8,district,14BE02018
Campo Filipino,district,14BE02019
City Camp Central,district,14BE02022
City Camp Proper,district,14BE02023
Country Club Village,district,14BE02025
Cresencia Village,district,14BE02026
"Dagsian, Upper",district,14BE02028
Dps Area,district,14BE02029
Dizon Subdivision,district,14BE02030
"Quirino Hill, East",district,14BE02034
Engineer's Hills,district,14BE02035
Fairview Village,district,14BE02036
Fort Del Pilar,district,14BE02037
"General Luna, Upper",district,14BE02038
"General Luna, Lower",district,14BE02039
Gibraltar,district,14BE02040
Greenwater Village,district,14BE02041
Guisad Central,district,14BE02042
Guisad Sorong,district,14BE02043
Hillside,district,14BE02045
Holy Ghost Extension,district,14BE02046
Holy Ghost Proper,district,14BE02047
Imelda Village,district,14BE02049
Irisan,district,14BE02050
Kayang Extension,district,14BE02051
Kias,district,14BE02052
Kagitingan,district,14BE02053
Loakan Proper,district,14BE02054
Lopez Jaena,district,14BE02055
Lourdes Subdivision Extension,district,14BE02056
"Dagsian, Lower",district,14BE02058
"Lourdes Subdivision, Lower",district,14BE02059
"Quirino Hill, Lower",district,14BE02061
General Emilio F. Aguinaldo,district,14BE02062
Lualhati,district,14BE02063
Lucnab,district,14BE02064
"Magsaysay, Lower",district,14BE02065
Magsaysay Private Road,district,14BE02066
Aurora Hill Proper,district,14BE02067
Bal-Marcoville,district,14BE02068
"Quirino Hill, Middle",district,14BE02069
Military Cut-off,district,14BE02071
Mines View Park,district,14BE02072
"Modern Site, East",district,14BE02074
"Modern Site, West",district,14BE02075
New Lucban,district,14BE02076
"Aurora Hill, North Central",district,14BE02078
"Sanitary Camp, North",district,14BE02079
Outlook Drive,district,14BE02081
Pacdal,district,14BE02082
Pinget,district,14BE02086
Pinsao Pilot Project,district,14BE02087
Pinsao Proper,district,14BE02088
Poliwes,district,14BE02089
Pucsusan,district,14BE02090
MRR-Queen Of Peace,district,14BE02091
"Rock Quarry, Lower",district,14BE02092
Salud Mitra,district,14BE02094
San Antonio Village,district,14BE02096
San Luis Village,district,14BE02097
San Roque Village,district,14BE02098
San Vicente,district,14BE02099
Santa Escolastica,district,14BE02100
Santo Rosario,district,14BE02101
Santo Tomas School Area,district,14BE02102
Santo Tomas Proper,district,14BE02103
Scout Barrio,district,14BE02105
Session Road Area,district,14BE02106
Slaughter House Area,district,14BE02107
"Sanitary Camp, South",district,14BE02109
Saint Joseph Village,district,14BE02110
Teodora Alonzo,district,14BE02111
Trancoville,district,14BE02112
"Rock Quarry, Upper",district,14BE02114
Victoria Village,district,14BE02115
"Quirino Hill, West",district,14BE02116
Andres Bonifacio,district,14BE02117
Legarda-Burnham-Kisad,district,14BE02119
Imelda R. Marcos,district,14BE02120
"Lourdes Subdivision, Proper",district,14BE02122
"Quirino-Magsaysay, Upper",district,14BE02124
A. Bonifacio-Caguioa-Rimando,district,14BE02125
Ambiong,district,14BE02126
"Aurora Hill, South Central",district,14BE02128
Abanao-Zandueta-Kayong-Chugum-Otek,district,14BE02129
Bagong Lipunan,district,14BE02130
Bgh Compound,district,14BE02131
Bayan Park Village,district,14BE02132
Camdas Subdivision,district,14BE02133
Palma-Urbano,district,14BE02134
Dominican Hill-Mirador,district,14BE02135
Alfonso Tabora,district,14BE02136
Dontogan,district,14BE02137
Ferdinand,district,14BE02138
Happy Homes,district,14BE02139
Harrison-Claudio Carantes,district,14BE02140
Honeymoon,district,14BE02141
Kabayanihan,district,14BE02142
Kayang-Hilltop,district,14BE02143
Gabriela Silang,district,14BE02144
Liwanag-Loakan,district,14BE02145
Malcolm Square-Perfecto,district,14BE02147
Manuel A. Roxas,district,14BE02148
Padre Burgos,district,14BE02149
"Quezon Hill, Upper",district,14BE02150
"Rock Quarry, Middle",district,14BE02151
Phil-am,district,14BE02152
Quezon Hill Proper,district,14BE02153
Middle Quezon Hill Subdivision,district,14BE02154
Rizal Monument Area,district,14BE02155
SLU-SVP Housing Village,district,14BE02156
South Drive,district,14BE02157
"Magsaysay, Upper",district,14BE02159
"Market Subdivision, Upper",district,14BE02160
Padre Zamora,district,14BE02161
Bakun,city,14BE03000
Ampusongan,district,14BE03001
Bagu,district,14BE03002
Dalipey,district,14BE03004
Gambang,district,14BE03005
Kayapa,district,14BE03007
Poblacion,district,14BE03009
Sinacbat,district,14BE03010
Bokod,city,14BE04000
Ambuclao,district,14BE04001
Bila,district,14BE04002
Bobok-Bisal,district,14BE04003
Daclan,district,14BE04004
Ekip,district,14BE04005
Karao,district,14BE04006
Nawal,district,14BE04007
Pito,district,14BE04008
Poblacion,district,14BE04009
Tikey,district,14BE04010
Buguias,city,14BE05000
Abatan,district,14BE05001
Amgaleyguey,district,14BE05002
Amlimay,district,14BE05003
Baculongan Norte,district,14BE05004
Bangao,district,14BE05006
Buyacaoan,district,14BE05007
Calamagan,district,14BE05008
Catlubong,district,14BE05009
Loo,district,14BE05010
Natubleng,district,14BE05012
Poblacion,district,14BE05013
Baculongan Sur,district,14BE05014
Lengaoan,district,14BE05015
Sebang,district,14BE05016
Itogon,city,14BE06000
Ampucao,district,14BE06001
Dalupirip,district,14BE06002
Gumatdang,district,14BE06003
Loacan,district,14BE06004
Poblacion,district,14BE06005
Tinongdan,district,14BE06006
Tuding,district,14BE06007
Ucab,district,14BE06008
Virac,district,14BE06009
Kabayan,city,14BE07000
Adaoay,district,14BE07001
Anchukey,district,14BE07002
Ballay,district,14BE07003
Bashoy,district,14BE07004
Batan,district,14BE07005
Duacan,district,14BE07009
Eddet,district,14BE07010
Gusaran,district,14BE07012
Kabayan Barrio,district,14BE07013
Lusod,district,14BE07014
Pacso,district,14BE07016
Poblacion,district,14BE07017
Tawangan,district,14BE07018
Kapangan,city,14BE08000
Balakbak,district,14BE08001
Beleng-Belis,district,14BE08002
Boklaoan,district,14BE08003
Cayapes,district,14BE08004
Cuba,district,14BE08006
Datakan,district,14BE08008
Gadang,district,14BE08009
Gasweling,district,14BE08010
Labueg,district,14BE08011
Paykek,district,14BE08013
Poblacion Central,district,14BE08014
Pudong,district,14BE08015
Pongayan,district,14BE08016
Sagubo,district,14BE08017
Taba-ao,district,14BE08018
Kibungan,city,14BE09000
Badeo,district,14BE09001
Lubo,district,14BE09002
Madaymen,district,14BE09003
Palina,district,14BE09004
Poblacion,district,14BE09005
Sagpat,district,14BE09006
Tacadang,district,14BE09007
La Trinidad,city,14BE10000
Alapang,district,14BE10001
Alno,district,14BE10002
Ambiong,district,14BE10003
Bahong,district,14BE10004
Balili,district,14BE10005
Beckel,district,14BE10006
Bineng,district,14BE10007
Betag,district,14BE10008
Cruz,district,14BE10009
Lubas,district,14BE10010
Pico,district,14BE10011
Poblacion,district,14BE10012
Puguis,district,14BE10013
Shilan,district,14BE10014
Tawang,district,14BE10015
Wangal,district,14BE10016
Mankayan,city,14BE11000
Balili,district,14BE11001
Bedbed,district,14BE11002
Bulalacao,district,14BE11003
Cabiten,district,14BE11004
Colalo,district,14BE11005
Guinaoang,district,14BE11006
Paco,district,14BE11008
Palasaan,district,14BE11009
Poblacion,district,14BE11010
Sapid,district,14BE11011
Tabio,district,14BE11012
Taneg,district,14BE11013
Sablan,city,14BE12000
Bagong,district,14BE12002
Balluay,district,14BE12003
Banangan,district,14BE12004
Banengbeng,district,14BE12005
Bayabas,district,14BE12006
Kamog,district,14BE12007
Pappa,district,14BE12010
Poblacion,district,14BE12011
Tuba,city,14BE13000
Ansagan,district,14BE13001
Camp One,district,14BE13002
Camp 3,district,14BE13003
Camp 4,district,14BE13004
Nangalisan,district,14BE13006
Poblacion,district,14BE13007
San Pascual,district,14BE13008
Tabaan Norte,district,14BE13009
Tabaan Sur,district,14BE13010
Tadiangan,district,14BE13011
Taloy Norte,district,14BE13012
Taloy Sur,district,14BE13013
Twin Peaks,district,14BE13014
Tublay,city,14BE14000
Ambassador,district,14BE14001
Ambongdolan,district,14BE14002
Ba-ayan,district,14BE14003
Basil,district,14BE14004
Daclan,district,14BE14005
Caponga Poblacion,district,14BE14006
Tublay Central,district,14BE14007
Tuel,district,14BE14008
Ifugao,province,14IF00000
Banaue,city,14IF01000
Amganad,district,14IF01001
Anaba,district,14IF01002
Bangaan,district,14IF01003
Batad,district,14IF01004
Bocos,district,14IF01005
Banao,district,14IF01007
Cambulo,district,14IF01009
Ducligan,district,14IF01010
Gohang,district,14IF01011
Kinakin,district,14IF01013
Poblacion,district,14IF01016
Poitan,district,14IF01017
San Fernando,district,14IF01018
Balawis,district,14IF01021
Ohaj,district,14IF01022
Tam-An,district,14IF01023
View Point,district,14IF01024
Pula,district,14IF01025
Hungduan,city,14IF02000
Abatan,district,14IF02001
Bangbang,district,14IF02004
Maggok,district,14IF02010
Poblacion,district,14IF02011
Bokiawan,district,14IF02018
Hapao,district,14IF02019
Lubo-Ong,district,14IF02020
Nungulunan,district,14IF02021
Ba-Ang,district,14IF02022
Kiangan,city,14IF03000
Ambabag,district,14IF03001
Baguinge,district,14IF03004
Bokiawan,district,14IF03005
Dalligan,district,14IF03008
Duit,district,14IF03009
Hucab,district,14IF03011
Julongan,district,14IF03012
Lingay,district,14IF03013
Mungayang,district,14IF03014
Nagacadan,district,14IF03015
Pindongan,district,14IF03017
Poblacion,district,14IF03018
Tuplac,district,14IF03020
Bolog,district,14IF03021
Lagawe,city,14IF04000
Abinuan,district,14IF04001
Banga,district,14IF04003
Boliwong,district,14IF04005
Burnay,district,14IF04006
Buyabuyan,district,14IF04008
Caba,district,14IF04009
Cudog,district,14IF04010
Dulao,district,14IF04011
Jucbong,district,14IF04013
Luta,district,14IF04014
Montabiong,district,14IF04016
Olilicon,district,14IF04018
Poblacion South,district,14IF04020
Ponghal,district,14IF04021
Pullaan,district,14IF04022
Tungngod,district,14IF04023
Tupaya,district,14IF04024
Poblacion East,district,14IF04026
Poblacion North,district,14IF04027
Poblacion West,district,14IF04028
Lamut,city,14IF05000
Ambasa,district,14IF05002
Hapid,district,14IF05004
Lawig,district,14IF05005
Lucban,district,14IF05006
Mabatobato,district,14IF05007
Magulon,district,14IF05008
Nayon,district,14IF05009
Panopdopan,district,14IF05010
Payawan,district,14IF05011
Pieza,district,14IF05012
Poblacion East,district,14IF05013
Pugol,district,14IF05014
Salamague,district,14IF05015
Bimpal,district,14IF05016
Holowon,district,14IF05017
Poblacion West,district,14IF05018
Sanafe,district,14IF05019
Umilag,district,14IF05020
Mayoyao,city,14IF06000
Aduyongan,district,14IF06001
Alimit,district,14IF06002
Ayangan,district,14IF06003
Balangbang,district,14IF06004
Banao,district,14IF06005
Banhal,district,14IF06006
Bongan,district,14IF06007
Buninan,district,14IF06009
Chaya,district,14IF06010
Chumang,district,14IF06011
Guinihon,district,14IF06014
Inwaloy,district,14IF06015
Langayan,district,14IF06018
Liwo,district,14IF06019
Maga,district,14IF06020
Magulon,district,14IF06021
Mapawoy,district,14IF06022
Mayoyao Proper,district,14IF06023
Mongol,district,14IF06024
Nalbu,district,14IF06025
Nattum,district,14IF06026
Palaad,district,14IF06027
Poblacion,district,14IF06028
Talboc,district,14IF06030
Tulaed,district,14IF06033
Bato-Alatbang,district,14IF06035
Epeng,district,14IF06036
Alfonso Lista,city,14IF07000
Bangar,district,14IF07001
Busilac,district,14IF07002
Calimag,district,14IF07003
Calupaan,district,14IF07004
Caragasan,district,14IF07005
Dolowog,district,14IF07006
Kiling,district,14IF07007
Namnama,district,14IF07008
Namillangan,district,14IF07009
Pinto,district,14IF07010
Poblacion,district,14IF07011
San Jose,district,14IF07013
San Juan,district,14IF07014
San Marcos,district,14IF07015
San Quintin,district,14IF07016
Santa Maria,district,14IF07017
Santo Domingo,district,14IF07018
Little Tadian,district,14IF07019
Ngileb,district,14IF07020
Laya,district,14IF07021
Aguinaldo,city,14IF08000
Awayan,district,14IF08001
Bunhian,district,14IF08002
Butac,district,14IF08003
Chalalo,district,14IF08004
Damag,district,14IF08005
Galonogon,district,14IF08006
Halag,district,14IF08007
Itab,district,14IF08008
Jacmal,district,14IF08009
Majlong,district,14IF08010
Mongayang,district,14IF08011
Posnaan,district,14IF08012
Ta-Ang,district,14IF08013
Talite,district,14IF08014
Ubao,district,14IF08015
Buwag,district,14IF08016
Hingyon,city,14IF09000
Anao,district,14IF09001
Bangtinon,district,14IF09002
Bitu,district,14IF09003
Cababuyan,district,14IF09004
Mompolia,district,14IF09005
Namulditan,district,14IF09006
O-Ong,district,14IF09007
Piwong,district,14IF09008
Poblacion,district,14IF09009
Ubuag,district,14IF09010
Umalbong,district,14IF09011
Northern Cababuyan,district,14IF09012
Tinoc,city,14IF10000
Ahin,district,14IF10001
Ap-Apid,district,14IF10002
Binablayan,district,14IF10003
Danggo,district,14IF10004
Eheb,district,14IF10005
Gumhang,district,14IF10006
Impugong,district,14IF10007
Luhong,district,14IF10008
Tinoc,district,14IF10009
Tukucan,district,14IF10010
Tulludan,district,14IF10011
Wangwang,district,14IF10012
Asipulo,city,14IF11000
Amduntog,district,14IF11001
Antipolo,district,14IF11002
Camandag,district,14IF11003
Cawayan,district,14IF11004
Hallap,district,14IF11005
Namal,district,14IF11006
Nungawa,district,14IF11007
Panubtuban,district,14IF11008
Pula,district,14IF11009
Liwon,district,14IF11010
Kalinga,province,14KA00000
Balbalan,city,14KA01000
Ababa-an,district,14KA01001
Balantoy,district,14KA01002
Balbalan Proper,district,14KA01003
Balbalasang,district,14KA01004
Buaya,district,14KA01005
Dao-Angan,district,14KA01006
Gawa-An,district,14KA01007
Mabaca,district,14KA01009
Maling,district,14KA01010
Pantikian,district,14KA01011
Poswoy,district,14KA01012
Poblacion,district,14KA01013
Talalang,district,14KA01015
Tawang,district,14KA01016
Lubuagan,city,14KA02000
Dangoy,district,14KA02001
Mabilong,district,14KA02002
Mabongtot,district,14KA02003
Poblacion,district,14KA02004
Tanglag,district,14KA02005
Lower Uma,district,14KA02006
Upper Uma,district,14KA02007
Antonio Canao,district,14KA02008
Uma Del Norte,district,14KA02009
Pasil,city,14KA03000
Ableg,district,14KA03001
Balatoc,district,14KA03002
Balinciagao Norte,district,14KA03003
Cagaluan,district,14KA03005
Colayo,district,14KA03007
Dalupa,district,14KA03008
Dangtalan,district,14KA03009
Galdang,district,14KA03010
Guina-Ang,district,14KA03011
Magsilay,district,14KA03012
Malucsad,district,14KA03013
Pugong,district,14KA03014
Balenciagao Sur,district,14KA03015
Bagtayan,district,14KA03016
Pinukpuk,city,14KA04000
Aciga,district,14KA04001
Allaguia,district,14KA04002
Ammacian,district,14KA04003
Apatan,district,14KA04004
Ba-Ay,district,14KA04005
Ballayangon,district,14KA04006
Bayao,district,14KA04007
Wagud,district,14KA04008
Camalog,district,14KA04009
Katabbogan,district,14KA04010
Dugpa,district,14KA04011
Cawagayan,district,14KA04012
Asibanglan,district,14KA04013
Limos,district,14KA04014
Magaogao,district,14KA04015
Malagnat,district,14KA04016
Mapaco,district,14KA04018
Pakawit,district,14KA04019
Pinukpuk Junction,district,14KA04020
Socbot,district,14KA04021
Taga,district,14KA04022
Pinococ,district,14KA04023
Taggay,district,14KA04024
Rizal,city,14KA05000
Babalag East,district,14KA05001
Calaocan,district,14KA05002
Kinama,district,14KA05005
Liwan East,district,14KA05006
Liwan West,district,14KA05007
Macutay,district,14KA05008
San Pascual,district,14KA05011
San Quintin,district,14KA05012
Santor,district,14KA05014
Babalag West,district,14KA05015
Bulbol,district,14KA05016
Romualdez,district,14KA05017
San Francisco,district,14KA05018
San Pedro,district,14KA05019
Tabuk City,city,14KA06000
Agbannawag,district,14KA06001
Amlao,district,14KA06002
Appas,district,14KA06003
Bagumbayan,district,14KA06004
Balawag,district,14KA06005
Balong,district,14KA06006
Bantay,district,14KA06007
Bulanao,district,14KA06008
Cabaritan,district,14KA06009
Cabaruan,district,14KA06010
Calaccad,district,14KA06011
Calanan,district,14KA06012
Dilag,district,14KA06013
Dupag,district,14KA06014
Gobgob,district,14KA06015
Guilayon,district,14KA06016
Lanna,district,14KA06017
Laya East,district,14KA06018
Laya West,district,14KA06019
Lucog,district,14KA06020
Magnao,district,14KA06021
Magsaysay,district,14KA06022
Malalao,district,14KA06023
Masablang,district,14KA06024
Nambaran,district,14KA06025
Nambucayan,district,14KA06026
Naneng,district,14KA06027
Dagupan Centro,district,14KA06029
San Juan,district,14KA06030
Suyang,district,14KA06031
Tuga,district,14KA06032
Bado Dangwa,district,14KA06033
Bulo,district,14KA06034
Casigayan,district,14KA06035
Cudal,district,14KA06036
Dagupan Weste,district,14KA06037
Lacnog,district,14KA06038
Malin-Awa,district,14KA06039
New Tanglag,district,14KA06040
San Julian,district,14KA06041
Bulanao Norte,district,14KA06042
Ipil,district,14KA06043
Tanudan,city,14KA07000
Anggacan,district,14KA07001
Babbanoy,district,14KA07002
Dacalan,district,14KA07003
Gaang,district,14KA07004
Lower Mangali,district,14KA07005
Lower Taloctoc,district,14KA07006
Lower Lubo,district,14KA07007
Upper Lubo,district,14KA07008
Mabaca,district,14KA07009
Pangol,district,14KA07010
Poblacion,district,14KA07011
Upper Taloctoc,district,14KA07013
Anggacan Sur,district,14KA07014
Dupligan,district,14KA07015
Lay-Asan,district,14KA07016
Mangali Centro,district,14KA07017
Tinglayan,city,14KA08000
Ambato Legleg,district,14KA08001
Bangad Centro,district,14KA08003
Basao,district,14KA08004
Belong Manubal,district,14KA08006
Butbut,district,14KA08007
Bugnay,district,14KA08008
Buscalan,district,14KA08009
Dananao,district,14KA08010
Loccong,district,14KA08011
Luplupa,district,14KA08012
Mallango,district,14KA08013
Poblacion,district,14KA08014
Sumadel 1,district,14KA08016
Sumadel 2,district,14KA08017
Tulgao East,district,14KA08018
Tulgao West,district,14KA08019
Upper Bangad,district,14KA08020
Ngibat,district,14KA08021
Old Tinglayan,district,14KA08022
Lower Bangad,district,14KA08023
Mountain Province,province,14MP00000
Barlig,city,14MP01000
Chupac,district,14MP01001
Fiangtin,district,14MP01002
Kaleo,district,14MP01003
Latang,district,14MP01005
Lias Kanluran,district,14MP01006
Lingoy,district,14MP01007
Lunas,district,14MP01008
Macalana,district,14MP01009
Ogoog,district,14MP01010
Gawana,district,14MP01011
Lias Silangan,district,14MP01012
Bauko,city,14MP02000
Abatan,district,14MP02001
Bagnen Oriente,district,14MP02002
Bagnen Proper,district,14MP02003
Balintaugan,district,14MP02004
Banao,district,14MP02005
Bila,district,14MP02006
Guinzadan Central,district,14MP02007
Guinzadan Norte,district,14MP02008
Guinzadan Sur,district,14MP02009
Lagawa,district,14MP02010
Leseb,district,14MP02011
Mabaay,district,14MP02012
Mayag,district,14MP02013
Monamon Norte,district,14MP02014
Monamon Sur,district,14MP02015
Mount Data,district,14MP02016
Otucan Norte,district,14MP02018
Otucan Sur,district,14MP02019
Poblacion,district,14MP02020
Sadsadan,district,14MP02021
Sinto,district,14MP02022
Tapapan,district,14MP02023
Besao,city,14MP03000
Agawa,district,14MP03001
Ambaguio,district,14MP03002
Banguitan,district,14MP03003
Besao East,district,14MP03004
Besao West,district,14MP03005
Catengan,district,14MP03006
Gueday,district,14MP03007
Lacmaan,district,14MP03009
Laylaya,district,14MP03010
Padangan,district,14MP03011
Payeo,district,14MP03012
Suquib,district,14MP03013
Tamboan,district,14MP03014
Kin-Iway,district,14MP03015
Bontoc,city,14MP04000
Alab Proper,district,14MP04001
Alab Oriente,district,14MP04002
Balili,district,14MP04003
Bayyo,district,14MP04004
Bontoc Ili,district,14MP04005
Caneo,district,14MP04006
Dalican,district,14MP04007
Gonogon,district,14MP04009
Guinaang,district,14MP04010
Mainit,district,14MP04011
Maligcong,district,14MP04012
Samoki,district,14MP04013
Talubin,district,14MP04014
Tocucan,district,14MP04015
Poblacion,district,14MP04016
Calutit,district,14MP04017
Natonin,city,14MP05000
Alunogan,district,14MP05001
Balangao,district,14MP05002
Banao,district,14MP05003
Banawal,district,14MP05004
Butac,district,14MP05005
Maducayan,district,14MP05006
Poblacion,district,14MP05007
Saliok,district,14MP05008
Santa Isabel,district,14MP05009
Tonglayan,district,14MP05010
Pudo,district,14MP05011
Paracelis,city,14MP06000
Anonat,district,14MP06001
Bacarni,district,14MP06002
Bananao,district,14MP06003
Bantay,district,14MP06004
Butigue,district,14MP06005
Bunot,district,14MP06006
Buringal,district,14MP06007
Palitod,district,14MP06008
Poblacion,district,14MP06009
Sabangan,city,14MP07000
Bao-Angan,district,14MP07001
Bun-Ayan,district,14MP07002
Busa,district,14MP07003
Camatagan,district,14MP07004
Capinitan,district,14MP07005
Data,district,14MP07006
Gayang,district,14MP07007
Lagan,district,14MP07008
Losad,district,14MP07009
Namatec,district,14MP07010
Napua,district,14MP07011
Pingad,district,14MP07012
Poblacion,district,14MP07013
Supang,district,14MP07014
Tambingan,district,14MP07015
Sadanga,city,14MP08000
Anabel,district,14MP08001
Belwang,district,14MP08002
Betwagan,district,14MP08003
Bekigan,district,14MP08004
Poblacion,district,14MP08005
Sacasacan,district,14MP08006
Saclit,district,14MP08007
Demang,district,14MP08008
Sagada,city,14MP09000
Aguid,district,14MP09001
Tetepan Sur,district,14MP09002
Ambasing,district,14MP09003
Angkeling,district,14MP09004
Antadao,district,14MP09005
Balugan,district,14MP09006
Bangaan,district,14MP09007
Dagdag,district,14MP09008
Demang,district,14MP09009
Fidelisan,district,14MP09010
Kilong,district,14MP09011
Madongo,district,14MP09012
Poblacion,district,14MP09014
Pide,district,14MP09015
Nacagang,district,14MP09017
Suyo,district,14MP09018
Taccong,district,14MP09019
Tanulong,district,14MP09020
Tetepan Norte,district,14MP09022
Tadian,city,14MP10000
Balaoa,district,14MP10002
Banaao,district,14MP10003
Bantey,district,14MP10004
Batayan,district,14MP10005
Bunga,district,14MP10006
Cadad-Anan,district,14MP10007
Cagubatan,district,14MP10008
Duagan,district,14MP10009
Dacudac,district,14MP10010
Kayan East,district,14MP10011
Lenga,district,14MP10012
Lubon,district,14MP10013
Mabalite,district,14MP10014
Masla,district,14MP10015
Pandayan,district,14MP10016
Poblacion,district,14MP10017
Sumadel,district,14MP10018
Tue,district,14MP10019
Kayan West,district,14MP10020
ARMM,region,150000000
Basilan,province,15BS00000
Lamitan City,city,15BS01000
Arco,district,15BS01001
Ba-As,district,15BS01002
Baimbing,district,15BS01004
Balagtasan,district,15BS01005
Balas,district,15BS01006
Balobo,district,15BS01007
Bato,district,15BS01008
Boheyakan,district,15BS01010
Buahan,district,15BS01011
Boheibu,district,15BS01012
Bohesapa,district,15BS01013
Bulingan,district,15BS01014
Cabobo,district,15BS01016
Campo Uno,district,15BS01018
Colonia,district,15BS01020
Calugusan,district,15BS01024
Kulay Bato,district,15BS01025
Limo-Ok,district,15BS01028
Lo-Ok,district,15BS01032
Lumuton,district,15BS01034
Luksumbang,district,15BS01035
Malo-Ong Canal,district,15BS01036
Malo-Ong San Jose,district,15BS01037
Parangbasak,district,15BS01039
Santa Clara,district,15BS01045
Tandong Ahas,district,15BS01047
Tumakid,district,15BS01049
Ubit,district,15BS01050
Bohebessey,district,15BS01054
Baungos,district,15BS01055
Danit-Puntocan,district,15BS01056
Sabong,district,15BS01057
Sengal,district,15BS01058
Ulame,district,15BS01059
Bohenange,district,15BS01060
Boheyawas,district,15BS01061
Bulanting,district,15BS01062
Lebbuh,district,15BS01063
Maganda,district,15BS01064
Malakas,district,15BS01065
Maligaya,district,15BS01066
Malinis,district,15BS01067
Matatag,district,15BS01068
Matibay,district,15BS01069
Simbangon,district,15BS01070
Lantawan,city,15BS02000
Atong-Atong,district,15BS02001
Baungis,district,15BS02003
Bulanza,district,15BS02004
Lantawan Proper,district,15BS02007
Lower Manggas,district,15BS02008
Matarling,district,15BS02011
Matikang,district,15BS02012
Tairan,district,15BS02016
Upper Manggas,district,15BS02017
Bagbagon,district,15BS02018
Bulan-Bulan,district,15BS02019
Suba-An,district,15BS02021
Lower Banas,district,15BS02024
Upper Banas,district,15BS02025
Calugusan,district,15BS02026
Canibungan,district,15BS02027
Landugan,district,15BS02029
Lawila,district,15BS02030
Lawi-Lawi,district,15BS02031
Pamucalin,district,15BS02033
Switch Yakal,district,15BS02034
Paniongan,district,15BS02035
Luuk-Maluha,district,15BS02036
Calayan,district,15BS02037
Parian-Baunoh,district,15BS02038
Maluso,city,15BS03000
Abong-Abong,district,15BS03001
Batungal,district,15BS03002
Calang Canas,district,15BS03003
Guanan North,district,15BS03004
Guanan South,district,15BS03005
Limbubong,district,15BS03006
Mahayahay Lower,district,15BS03007
Muslim Area,district,15BS03008
Port Holland Zone I Pob.,district,15BS03009
Port Holland Zone II Pob.,district,15BS03010
Port Holland Zone III Pob.,district,15BS03011
Port Holland Zone IV,district,15BS03012
Townsite,district,15BS03013
Taberlongan,district,15BS03015
Fuente Maluso,district,15BS03016
Tamuk,district,15BS03017
Tubigan,district,15BS03018
Mahayahay Upper,district,15BS03019
Port Holland Zone V,district,15BS03020
Upper Garlayan,district,15BS03021
Sumisip,city,15BS04000
Bacung,district,15BS04001
Benembengan Lower,district,15BS04002
Buli-Buli,district,15BS04006
Cabcaban,district,15BS04007
Guiong,district,15BS04010
Manaul,district,15BS04013
Mangal,district,15BS04014
Sumisip Central,district,15BS04019
Tumahubong,district,15BS04022
Libug,district,15BS04024
Tongsengal,district,15BS04025
Baiwas,district,15BS04027
Basak,district,15BS04028
Cabengbeng Lower,district,15BS04029
Cabengbeng Upper,district,15BS04030
Luuk-Bait,district,15BS04031
Mahatalang,district,15BS04032
Benembengan Upper,district,15BS04035
Bohe-Languyan,district,15BS04036
Ettub-Ettub,district,15BS04039
Kaum-Air,district,15BS04041
Limbocandis,district,15BS04042
Lukketon,district,15BS04043
Marang,district,15BS04044
Mebak,district,15BS04045
Sahaya Bohe Bato,district,15BS04047
Sapah Bulak,district,15BS04048
Tikus,district,15BS04050
